"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the dashboard table displays correct abbreviated column headers.","58","Verification of column headers in dashboard table","tests.dashboard","Sat May 24 05:41:17 GMT 2025","passed","Sat May 24 05:41:17 GMT 2025","","test_view_all_jobs","",""
"","326","test_verify_signin_form","tests.sign_in_sign_out","Sat May 24 05:46:35 GMT 2025","passed","Sat May 24 05:46:35 GMT 2025","","test_sign_in_form","",""
"","1836","Tooltips for all SCM options should be available","tests.freestyle_project","Sat May 24 05:43:47 GMT 2025","passed","Sat May 24 05:43:48 GMT 2025","","test_scm_freestyle_project","",""
"","1996","Tooltips for all SCM options should be available","tests.freestyle_project","Sat May 24 05:44:08 GMT 2025","passed","Sat May 24 05:44:10 GMT 2025","","test_scm_freestyle_project","",""
"","591","Display multiple items in dynamic dropdown","tests.new_item","Sat May 24 05:46:00 GMT 2025","passed","Sat May 24 05:46:01 GMT 2025","","test_copy_from","",""
"","80","test_check_if_an_error_message_is_displayed","tests.new_item","Sat May 24 05:45:41 GMT 2025","passed","Sat May 24 05:45:42 GMT 2025","","test_check_if_an_error_message_is_displayed","",""
"","1071","test_empty_folder_message","tests.folder","Sat May 24 05:41:22 GMT 2025","passed","Sat May 24 05:41:24 GMT 2025","","test_empty_folder","",""
"","523","The user should be able to select Environment options","tests.freestyle_project","Sat May 24 05:42:49 GMT 2025","passed","Sat May 24 05:42:49 GMT 2025","","test_environment_set_freestyle_project","",""
"","883","test_create_freestyle_project","tests.new_item","Sat May 24 05:46:13 GMT 2025","passed","Sat May 24 05:46:14 GMT 2025","","test_new_freestyle_project","",""
"","647","Clicking ""Apply"" should:
- Save changes without leaving the configuration page.
- Show a confirmation message that changes have been applied successfully.","tests.freestyle_project","Sat May 24 05:43:33 GMT 2025","passed","Sat May 24 05:43:34 GMT 2025","","test_freestyle_save_config","",""
"","587","Display dynamic dropdown in the ""Copy from"" lowercase character","tests.new_item","Sat May 24 05:45:47 GMT 2025","passed","Sat May 24 05:45:47 GMT 2025","","test_copy_from","",""
"","0","test_trigger_section","tests.freestyle_project","Sat May 24 05:42:59 GMT 2025","passed","Sat May 24 05:42:59 GMT 2025","","test_freestyle_config_trigger_verif","",""
"Verify that the memory usage graph is displayed according to the selected timespan.","1274","Memory Usage tab - display graph according to the selected Timespan","tests.manage_jenkins.status_information","Sat May 24 05:45:07 GMT 2025","passed","Sat May 24 05:45:09 GMT 2025","","test_system_information","",""
"","0","Description field can remain empty","tests.freestyle_project","Sat May 24 05:42:08 GMT 2025","passed","Sat May 24 05:42:08 GMT 2025","","test_description_freestyle_project","",""
"","1852","Tooltips for all SCM options should be available","tests.freestyle_project","Sat May 24 05:43:51 GMT 2025","passed","Sat May 24 05:43:52 GMT 2025","","test_scm_freestyle_project","",""
"","626","test_create_pipeline_item","tests.new_item","Sat May 24 05:46:05 GMT 2025","passed","Sat May 24 05:46:06 GMT 2025","","test_create_pipeline_item","",""
"","168","test_only_one_project_can_be_selected","tests.new_item","Sat May 24 05:46:17 GMT 2025","passed","Sat May 24 05:46:17 GMT 2025","","test_project_type_selection","",""
"","788","test_health_metrics_available","tests.health_metrics","Sat May 24 05:44:25 GMT 2025","passed","Sat May 24 05:44:26 GMT 2025","","test_health_metrics_available","",""
"","1620","Move an existing item into an already created folder","tests.folder","Sat May 24 05:41:30 GMT 2025","passed","Sat May 24 05:41:32 GMT 2025","","test_folder_job","",""
"","670","The user can Enable or Disable the project by clicking on the switch button Enable/Disable","tests.freestyle_project","Sat May 24 05:42:16 GMT 2025","passed","Sat May 24 05:42:17 GMT 2025","","test_enable_disable_freestyle_project","",""
"Verify that the individual show/hide value buttons work properly for each name on the Environment Variables tab.","2416","Environment Variables tab - show/hide each single value","tests.manage_jenkins.status_information","Sat May 24 05:44:58 GMT 2025","passed","Sat May 24 05:45:01 GMT 2025","","test_system_information","",""
"","451","The user should be able to select Environment options","tests.freestyle_project","Sat May 24 05:42:41 GMT 2025","passed","Sat May 24 05:42:41 GMT 2025","","test_environment_set_freestyle_project","",""
"","1791","Tooltips for all SCM options should be available","tests.freestyle_project","Sat May 24 05:44:17 GMT 2025","passed","Sat May 24 05:44:19 GMT 2025","","test_scm_freestyle_project","",""
"","854","Add GitHub project","tests.freestyle_project","Sat May 24 05:41:34 GMT 2025","passed","Sat May 24 05:41:35 GMT 2025","","test_add_github_project","",""
"","629","Clicking ""Save"" should:
- Keep and store all project settings.
- Redirect the user to the project dashboard.","tests.freestyle_project","Sat May 24 05:43:30 GMT 2025","passed","Sat May 24 05:43:30 GMT 2025","","test_freestyle_save_config","",""
"","1157","Adding an item to an existing folder [Create a Job]","tests.folder","Sat May 24 05:41:26 GMT 2025","passed","Sat May 24 05:41:27 GMT 2025","","test_folder_job","",""
"","1849","Tooltips for all SCM options should be available","tests.freestyle_project","Sat May 24 05:44:13 GMT 2025","passed","Sat May 24 05:44:15 GMT 2025","","test_scm_freestyle_project","",""
"","0","After changing to ”Enable” the Project page get refreshed automatically and the warning message disappear","tests.freestyle_project","Sat May 24 05:42:27 GMT 2025","passed","Sat May 24 05:42:27 GMT 2025","","test_enable_disable_freestyle_project","",""
