"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A User can enable the ""Build periodically trigger"" in a Freestyle project and that the build runs according to the specified schedule.","1365","User is able to configure and trigger periodic builds as scheduled.","tests.api.tests_ui.freestyle","Tue Jun 10 13:47:34 GMT 2025","skipped","Tue Jun 10 13:47:36 GMT 2025","","test_build_triggers","",""
"","142","test_new_item_page_is_available","tests.new_item","Tue Jun 10 13:53:51 GMT 2025","passed","Tue Jun 10 13:53:52 GMT 2025","","test_new_item_page_availability","",""
"","272","test_set_description_for_multi_config_project","tests.multi_configuration_project_configuration","Tue Jun 10 13:53:04 GMT 2025","passed","Tue Jun 10 13:53:04 GMT 2025","","test_set_description","",""
"","598","Display dynamic dropdown in the ""Copy from"" lowercase character","tests.new_item","Tue Jun 10 13:53:37 GMT 2025","passed","Tue Jun 10 13:53:37 GMT 2025","","test_copy_from","",""
"Verify that only one project type can be selected at a time on the New Item screen.","857","Only one project type can be selected","tests.new_item","Tue Jun 10 13:54:03 GMT 2025","passed","Tue Jun 10 13:54:04 GMT 2025","","test_select_an_item_type","",""
"Display an error message ""No such job: item name"" when copying an item that does not exist.","733","Display an error message ""No such job: item name""","tests.new_item","Tue Jun 10 13:53:26 GMT 2025","passed","Tue Jun 10 13:53:27 GMT 2025","","test_copy_from","",""
"","0","Description field can remain empty","tests.freestyle_project","Tue Jun 10 13:49:09 GMT 2025","passed","Tue Jun 10 13:49:09 GMT 2025","","test_description_freestyle_project","",""
"","1828","Tooltips for all SCM options should be available","tests.freestyle_project","Tue Jun 10 13:50:57 GMT 2025","passed","Tue Jun 10 13:50:59 GMT 2025","","test_scm_freestyle_project","",""
"","20","""Environment"" section should be available, helper tooltip appears, empty environment is permissible","tests.freestyle_project","Tue Jun 10 13:49:31 GMT 2025","passed","Tue Jun 10 13:49:31 GMT 2025","","test_environment_freestyle_project","",""
"","54","test_each_trigger_opt_enable[com-cloudbees-jenkins-GitHubPushTrigger]","tests.freestyle_project","Tue Jun 10 13:50:11 GMT 2025","passed","Tue Jun 10 13:50:11 GMT 2025","","test_freestyle_config_trigger_verif","",""
"","180","Display of helper icons (tooltips) near trigger checkbox labels","tests.pipeline","Tue Jun 10 13:54:51 GMT 2025","passed","Tue Jun 10 13:54:51 GMT 2025","","test_build_triggers","",""
"","0","If no SCM is selected, the project should still be creatable","tests.freestyle_project","Tue Jun 10 13:50:47 GMT 2025","passed","Tue Jun 10 13:50:47 GMT 2025","","test_scm_freestyle_project","",""
"","302","test_verify_signin_form","tests.sign_in_sign_out","Tue Jun 10 13:55:07 GMT 2025","passed","Tue Jun 10 13:55:07 GMT 2025","","test_sign_in_form","",""
"","654","Clicking ""Apply"" should:
- Save changes without leaving the configuration page.
- Show a confirmation message that changes have been applied successfully.","tests.freestyle_project","Tue Jun 10 13:50:35 GMT 2025","passed","Tue Jun 10 13:50:36 GMT 2025","","test_freestyle_save_config","",""
"","61","test_each_trigger_opt_enable[pseudoRemoteTrigger]","tests.freestyle_project","Tue Jun 10 13:50:03 GMT 2025","passed","Tue Jun 10 13:50:03 GMT 2025","","test_freestyle_config_trigger_verif","",""
"","386","test_health_metrics_available","tests.health_metrics","Tue Jun 10 13:51:27 GMT 2025","passed","Tue Jun 10 13:51:27 GMT 2025","","test_health_metrics_available","",""
"","2143","test_name_alphanumeric","tests.new_item","Tue Jun 10 13:53:14 GMT 2025","passed","Tue Jun 10 13:53:16 GMT 2025","","test_accept_alphanumeric","",""
"","1652","Move an existing item into an already created folder","tests.folder","Tue Jun 10 13:48:08 GMT 2025","passed","Tue Jun 10 13:48:09 GMT 2025","","test_folder_job","",""
"Verify that the show/hide all values buttons work properly on the System Properties tab.","3125","System Properties tab - show/hide all values","tests.manage_jenkins.status_information","Tue Jun 10 13:51:59 GMT 2025","passed","Tue Jun 10 13:52:03 GMT 2025","","test_system_information","",""
"Verify that the 'New Item' screen displays a description of each type of project.","127","Display of description each type","tests.new_item","Tue Jun 10 13:53:55 GMT 2025","passed","Tue Jun 10 13:53:56 GMT 2025","","test_select_an_item_type","",""
"","179","If no environment settings are configured, the project should still be creatable","tests.freestyle_project","Tue Jun 10 13:49:40 GMT 2025","passed","Tue Jun 10 13:49:40 GMT 2025","","test_environment_freestyle_project","",""
"","83","test_check_if_an_error_message_is_displayed","tests.new_item","Tue Jun 10 13:53:17 GMT 2025","passed","Tue Jun 10 13:53:17 GMT 2025","","test_check_if_an_error_message_is_displayed","",""
"","2376","Uninstalling the plugin","tests.manage_jenkins.plugins","Tue Jun 10 13:51:45 GMT 2025","passed","Tue Jun 10 13:51:48 GMT 2025","","test_plugins","",""
"A User can enable the ""Build periodically trigger"" in a Freestyle project and that the build runs according to the specified schedule.","176","User is able to configure and trigger periodic builds as scheduled.","tests.freestyle_project","Tue Jun 10 13:49:03 GMT 2025","passed","Tue Jun 10 13:49:03 GMT 2025","","test_build_triggers","",""
"Verify that the load statistics graph is displayed according to the selected timespan.","1759","Display graph according to the selected Timespan","tests.manage_jenkins.status_information","Tue Jun 10 13:51:53 GMT 2025","passed","Tue Jun 10 13:51:54 GMT 2025","","test_load_statistics","",""
"","26","Display of ""Enable"" button on Project main page when project is disabled","tests.multi_configuration_project_configuration","Tue Jun 10 13:53:01 GMT 2025","passed","Tue Jun 10 13:53:01 GMT 2025","","test_enable_or_disable_the_project","",""
"","58","test_each_trigger_opt_enable[hudson-triggers-TimerTrigger]","tests.freestyle_project","Tue Jun 10 13:50:08 GMT 2025","passed","Tue Jun 10 13:50:08 GMT 2025","","test_freestyle_config_trigger_verif","",""
"","53","The ""Save"" and ""Apply"" buttons should be available when configuring a new project.","tests.freestyle_project","Tue Jun 10 13:50:30 GMT 2025","passed","Tue Jun 10 13:50:30 GMT 2025","","test_freestyle_save_config","",""
"","476","The user should be able to select Environment options","tests.freestyle_project","Tue Jun 10 13:49:49 GMT 2025","passed","Tue Jun 10 13:49:49 GMT 2025","","test_environment_set_freestyle_project","",""
"","0","After Saving the Project introduced Description text appears on the Project General page","tests.freestyle_project","Tue Jun 10 13:49:15 GMT 2025","passed","Tue Jun 10 13:49:15 GMT 2025","","test_description_freestyle_project","",""
"Verify that a newly created job without any build history or configuration displays the correct default state in the dashboard jobs table.","754","Verification of default state for job without configuration","tests.dashboard","Tue Jun 10 13:47:56 GMT 2025","passed","Tue Jun 10 13:47:57 GMT 2025","","test_view_all_jobs","",""
