"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","223","test_save_config","tests.freestyle_project","Wed May 21 19:17:33 GMT 2025","passed","Wed May 21 19:17:33 GMT 2025","","test_freestyle_save_config","",""
"","1825","test_tooltips[tp_link1-Help for feature: Repositories-1]","tests.freestyle_project","Wed May 21 19:17:54 GMT 2025","passed","Wed May 21 19:17:55 GMT 2025","","test_scm_freestyle_project","",""
"","816","test_empty_folder_message","tests.folder","Wed May 21 19:15:35 GMT 2025","passed","Wed May 21 19:15:36 GMT 2025","","test_empty_folder","",""
"","55","test_each_trigger_opt_enable[hudson-triggers-TimerTrigger]","tests.freestyle_project","Wed May 21 19:17:10 GMT 2025","passed","Wed May 21 19:17:10 GMT 2025","","test_freestyle_config_trigger_verif","",""
"","393","test_sign_out_from_all_windows","tests.sign_in_sign_out","Wed May 21 19:20:35 GMT 2025","passed","Wed May 21 19:20:35 GMT 2025","","test_sign_out_windows","",""
"","96","test_each_trigger_opt_disable[com-cloudbees-jenkins-GitHubPushTrigger]","tests.freestyle_project","Wed May 21 19:17:25 GMT 2025","passed","Wed May 21 19:17:25 GMT 2025","","test_freestyle_config_trigger_verif","",""
"","85","test_check_if_an_error_message_is_displayed","tests.new_item","Wed May 21 19:19:34 GMT 2025","passed","Wed May 21 19:19:34 GMT 2025","","test_check_if_an_error_message_is_displayed","",""
"","456","test_possible_set_environment[Terminate a build if it's stuck-cb22]","tests.freestyle_project","Wed May 21 19:16:55 GMT 2025","passed","Wed May 21 19:16:56 GMT 2025","","test_environment_set_freestyle_project","",""
"","1844","test_tooltips[tp_link7-Help for feature: Branch Specifier (blank for 'any')-6]","tests.freestyle_project","Wed May 21 19:18:20 GMT 2025","passed","Wed May 21 19:18:22 GMT 2025","","test_scm_freestyle_project","",""
"","2421","test_copy_from_option_exists","tests.copy_from_item","Wed May 21 19:15:24 GMT 2025","passed","Wed May 21 19:15:27 GMT 2025","","test_copy_from_option_exists","",""
"","138","Create a New Folder without Description","tests.new_folder_configuration","Wed May 21 19:19:28 GMT 2025","passed","Wed May 21 19:19:28 GMT 2025","","test_create_folder_without_description","",""
"","638","test_applay_config","tests.freestyle_project","Wed May 21 19:17:36 GMT 2025","passed","Wed May 21 19:17:36 GMT 2025","","test_freestyle_save_config","",""
"","845","test_create_new_folder","tests.new_item","Wed May 21 19:20:07 GMT 2025","passed","Wed May 21 19:20:08 GMT 2025","","test_new_folder","",""
"","631","Enable or Disable the Project","tests.freestyle_project","Wed May 21 19:16:19 GMT 2025","passed","Wed May 21 19:16:20 GMT 2025","","test_enable_disable_freestyle_project","",""
"","2002","test_tooltips[tp_link4-Help for feature: Name-4]","tests.freestyle_project","Wed May 21 19:18:06 GMT 2025","passed","Wed May 21 19:18:08 GMT 2025","","test_scm_freestyle_project","",""
"","167","test_display_description_of_item_type","tests.new_item","Wed May 21 19:20:03 GMT 2025","passed","Wed May 21 19:20:03 GMT 2025","","test_item_type_check_descriptions","",""
