"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","505","Project status changes on the Project page after enabling the project via Configure page","tests.multi_configuration_project_configuration","Thu Jun 12 10:34:56 GMT 2025","passed","Thu Jun 12 10:34:57 GMT 2025","","test_enable_or_disable_the_project","",""
"","634","The helper tooltip appears when the mouse cursor hovers over the question marks","tests.freestyle_project","Thu Jun 12 10:31:35 GMT 2025","passed","Thu Jun 12 10:31:35 GMT 2025","","test_environment_freestyle_project","",""
"Verify that the show/hide all values buttons work properly on the Environment Variables tab.","1040","Environment Variables tab - show/hide all values","tests.manage_jenkins.status_information","Thu Jun 12 10:34:17 GMT 2025","passed","Thu Jun 12 10:34:19 GMT 2025","","test_system_information","",""
"","586","Display dynamic dropdown in the ""Copy from""","tests.new_item","Thu Jun 12 10:35:22 GMT 2025","passed","Thu Jun 12 10:35:22 GMT 2025","","test_copy_from","",""
"","584","Display multiple items in dynamic dropdown","tests.new_item","Thu Jun 12 10:35:35 GMT 2025","passed","Thu Jun 12 10:35:36 GMT 2025","","test_copy_from","",""
"","1810","Tooltips for all SCM options should be available","tests.freestyle_project","Thu Jun 12 10:33:24 GMT 2025","passed","Thu Jun 12 10:33:26 GMT 2025","","test_scm_freestyle_project","",""
"","257","test_set_description_for_multi_config_project","tests.multi_configuration_project_configuration","Thu Jun 12 10:35:05 GMT 2025","passed","Thu Jun 12 10:35:05 GMT 2025","","test_set_description","",""
"","590","Display the dynamic drop-down with the text ""No items""","tests.new_item","Thu Jun 12 10:35:24 GMT 2025","passed","Thu Jun 12 10:35:25 GMT 2025","","test_copy_from","",""
"","664","Create a New Folder without Description","tests.new_folder_configuration","Thu Jun 12 10:35:13 GMT 2025","passed","Thu Jun 12 10:35:13 GMT 2025","","test_create_folder_without_description","",""
"","2040","The user should be able to add one or more post-build actions","tests.freestyle_project","Thu Jun 12 10:32:41 GMT 2025","passed","Thu Jun 12 10:32:43 GMT 2025","","test_post_build_actions","",""
"","433","The user should be able to select Environment options","tests.freestyle_project","Thu Jun 12 10:31:50 GMT 2025","passed","Thu Jun 12 10:31:51 GMT 2025","","test_environment_set_freestyle_project","",""
"","635","Clicking ""Save"" should:
- Keep and store all project settings.
- Redirect the user to the project dashboard.","tests.freestyle_project","Thu Jun 12 10:32:31 GMT 2025","passed","Thu Jun 12 10:32:31 GMT 2025","","test_freestyle_save_config","",""
"","33","Display a warning message on the Project main page","tests.multi_configuration_project_configuration","Thu Jun 12 10:34:47 GMT 2025","passed","Thu Jun 12 10:34:47 GMT 2025","","test_enable_or_disable_the_project","",""
"","607","If no environment settings are configured, the project should still be creatable","tests.freestyle_project","Thu Jun 12 10:31:41 GMT 2025","passed","Thu Jun 12 10:31:42 GMT 2025","","test_environment_freestyle_project","",""
"","0","test_trigger_section","tests.freestyle_project","Thu Jun 12 10:32:02 GMT 2025","passed","Thu Jun 12 10:32:02 GMT 2025","","test_freestyle_config_trigger_verif","",""
"A User can enable the ""Build periodically trigger"" in a Freestyle project and that the build runs according to the specified schedule.","186","User is able to configure and trigger periodic builds as scheduled.","tests.freestyle_project","Thu Jun 12 10:31:03 GMT 2025","passed","Thu Jun 12 10:31:04 GMT 2025","","test_build_triggers","",""
"Verify that only one project type can be selected at a time on the New Item screen.","895","Only one project type can be selected","tests.new_item","Thu Jun 12 10:36:00 GMT 2025","passed","Thu Jun 12 10:36:01 GMT 2025","","test_select_an_item_type","",""
"","493","The user should be able to select Environment options","tests.freestyle_project","Thu Jun 12 10:31:56 GMT 2025","passed","Thu Jun 12 10:31:57 GMT 2025","","test_environment_set_freestyle_project","",""
"","669","Disappear a warning message on the Project page","tests.multi_configuration_project_configuration","Thu Jun 12 10:34:50 GMT 2025","passed","Thu Jun 12 10:34:50 GMT 2025","","test_enable_or_disable_the_project","",""
"","159","Displaying the ""Triggers"" section title","tests.pipeline","Thu Jun 12 10:36:33 GMT 2025","passed","Thu Jun 12 10:36:34 GMT 2025","","test_build_triggers","",""
"","139","Default state of trigger checkboxes","tests.pipeline","Thu Jun 12 10:36:45 GMT 2025","passed","Thu Jun 12 10:36:45 GMT 2025","","test_build_triggers","",""
"","975","Display the 'Enable or disable the current project' tooltip","tests.multi_configuration_project_configuration","Thu Jun 12 10:34:40 GMT 2025","passed","Thu Jun 12 10:34:41 GMT 2025","","test_enable_or_disable_the_project","",""
"","996","Create folder","tests.new_item","Thu Jun 12 10:35:41 GMT 2025","passed","Thu Jun 12 10:35:42 GMT 2025","","test_create_folder","",""
"","1053","A ""Post-Build Actions"" section should be available during project setup.","tests.freestyle_project","Thu Jun 12 10:32:37 GMT 2025","passed","Thu Jun 12 10:32:38 GMT 2025","","test_post_build_actions","",""
"","1","Add description to the Freestyle Project","tests.freestyle_project","Thu Jun 12 10:31:06 GMT 2025","passed","Thu Jun 12 10:31:06 GMT 2025","","test_description_freestyle_project","",""
"","270","Access to the Freestyle Project from the Dashboard","tests.freestyle_project","Thu Jun 12 10:29:41 GMT 2025","passed","Thu Jun 12 10:29:41 GMT 2025","","test_access_freestyle_project","",""
"","617","test_create_freestyle_project","tests.new_item","Thu Jun 12 10:35:51 GMT 2025","passed","Thu Jun 12 10:35:51 GMT 2025","","test_new_freestyle_project","",""
"","297","If multiple Jenkins windows were previously opened in the browser,
after signing out, attempting to access any Jenkins page redirects the user to the login page.","tests.sign_in_sign_out","Thu Jun 12 10:37:16 GMT 2025","passed","Thu Jun 12 10:37:16 GMT 2025","","test_sign_out_windows","",""
"","159","Displaying the ""Triggers"" section description","tests.pipeline","Thu Jun 12 10:36:36 GMT 2025","passed","Thu Jun 12 10:36:36 GMT 2025","","test_build_triggers","",""
"","0","After Saving the Project introduced Description text appears on the Project General page","tests.freestyle_project","Thu Jun 12 10:31:16 GMT 2025","passed","Thu Jun 12 10:31:16 GMT 2025","","test_description_freestyle_project","",""
"Verify that the show/hide all values buttons work properly on the System Properties tab.","3145","System Properties tab - show/hide all values","tests.manage_jenkins.status_information","Thu Jun 12 10:34:00 GMT 2025","passed","Thu Jun 12 10:34:04 GMT 2025","","test_system_information","",""
"","1789","Tooltips for all SCM options should be available","tests.freestyle_project","Thu Jun 12 10:33:15 GMT 2025","passed","Thu Jun 12 10:33:17 GMT 2025","","test_scm_freestyle_project","",""
"","65","test_each_trigger_opt_enable[hudson-triggers-SCMTrigger]","tests.freestyle_project","Thu Jun 12 10:32:14 GMT 2025","passed","Thu Jun 12 10:32:14 GMT 2025","","test_freestyle_config_trigger_verif","",""
"Verify that the 'New Item' screen displays a description of each type of project.","125","Display of description each type","tests.new_item","Thu Jun 12 10:35:58 GMT 2025","passed","Thu Jun 12 10:35:58 GMT 2025","","test_select_an_item_type","",""
"","113","Displaying the ""Triggers"" section in the sidebar","tests.pipeline","Thu Jun 12 10:36:38 GMT 2025","passed","Thu Jun 12 10:36:38 GMT 2025","","test_build_triggers","",""
"","95","Labels of trigger radio buttons are correct","tests.pipeline","Thu Jun 12 10:37:13 GMT 2025","passed","Thu Jun 12 10:37:13 GMT 2025","","test_build_triggers","",""
"","95","test_each_trigger_opt_disable[jenkins-triggers-ReverseBuildTrigger]","tests.freestyle_project","Thu Jun 12 10:32:18 GMT 2025","passed","Thu Jun 12 10:32:18 GMT 2025","","test_freestyle_config_trigger_verif","",""
"","285","Project status changes on the Project page after disabling the project via Configure page","tests.multi_configuration_project_configuration","Thu Jun 12 10:34:59 GMT 2025","passed","Thu Jun 12 10:34:59 GMT 2025","","test_enable_or_disable_the_project","",""
"Verify that the Load statistics page is accessible from the Manage Jenkins page.","418","Open Load Statistics page","tests.manage_jenkins.status_information","Thu Jun 12 10:33:51 GMT 2025","passed","Thu Jun 12 10:33:51 GMT 2025","","test_load_statistics","",""
"","645","Select an item from the dynamic drop-down","tests.new_item","Thu Jun 12 10:35:31 GMT 2025","passed","Thu Jun 12 10:35:32 GMT 2025","","test_copy_from","",""
"","1950","Tooltips for all SCM options should be available","tests.freestyle_project","Thu Jun 12 10:33:11 GMT 2025","passed","Thu Jun 12 10:33:13 GMT 2025","","test_scm_freestyle_project","",""
