"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","475","The user should be able to select Environment options","tests.freestyle_project","Fri May 23 18:45:47 GMT 2025","passed","Fri May 23 18:45:48 GMT 2025","","test_environment_set_freestyle_project","",""
"Display an error message ""No such job: item name"" when copying an item that does not exist.","719","Display an error message ""No such job: item name""","tests.new_item","Fri May 23 18:48:48 GMT 2025","passed","Fri May 23 18:48:49 GMT 2025","","test_copy_from","",""
"","1575","Move an existing item into an already created folder","tests.folder","Fri May 23 18:43:43 GMT 2025","passed","Fri May 23 18:43:44 GMT 2025","","test_folder_job","",""
"Verify that the System Information page is accessible from the Manage Jenkins page.","276","Open System Information Page","tests.manage_jenkins.status_information","Fri May 23 18:47:33 GMT 2025","passed","Fri May 23 18:47:34 GMT 2025","","test_system_information","",""
"","437","The user should be able to select Environment options","tests.freestyle_project","Fri May 23 18:45:50 GMT 2025","passed","Fri May 23 18:45:51 GMT 2025","","test_environment_set_freestyle_project","",""
"","2559","test_copy_from_option_exists","tests.copy_from_item","Fri May 23 18:43:19 GMT 2025","passed","Fri May 23 18:43:21 GMT 2025","","test_copy_from_option_exists","",""
"Verify that the page with thread dump information opens from the Thread Dumps tab.","199","Thread Dumps tab - open Thread Dump page.","tests.manage_jenkins.status_information","Fri May 23 18:48:09 GMT 2025","passed","Fri May 23 18:48:09 GMT 2025","","test_system_information","",""
"","434","The user should be able to select Environment options","tests.freestyle_project","Fri May 23 18:45:45 GMT 2025","passed","Fri May 23 18:45:45 GMT 2025","","test_environment_set_freestyle_project","",""
"","12298","test_special_chars_validation_error","tests.new_item","Fri May 23 18:49:16 GMT 2025","passed","Fri May 23 18:49:29 GMT 2025","","test_special_chars","",""
"","0","Description field can remain empty","tests.freestyle_project","Fri May 23 18:45:07 GMT 2025","passed","Fri May 23 18:45:07 GMT 2025","","test_description_freestyle_project","",""
"","84","test_each_trigger_opt_enable[jenkins-triggers-ReverseBuildTrigger]","tests.freestyle_project","Fri May 23 18:46:04 GMT 2025","passed","Fri May 23 18:46:04 GMT 2025","","test_freestyle_config_trigger_verif","",""
"","474","The user should be able to select Environment options","tests.freestyle_project","Fri May 23 18:45:53 GMT 2025","passed","Fri May 23 18:45:54 GMT 2025","","test_environment_set_freestyle_project","",""
"","1326","Adding an item to an existing folder [Create a Job]","tests.folder","Fri May 23 18:43:39 GMT 2025","passed","Fri May 23 18:43:40 GMT 2025","","test_folder_job","",""
"","95","test_each_trigger_opt_disable[jenkins-triggers-ReverseBuildTrigger]","tests.freestyle_project","Fri May 23 18:46:17 GMT 2025","passed","Fri May 23 18:46:17 GMT 2025","","test_freestyle_config_trigger_verif","",""
"","157","Disappear a warning message on the Project page","tests.multi_config","Fri May 23 18:48:20 GMT 2025","passed","Fri May 23 18:48:21 GMT 2025","","test_enable_disable_project","",""
"","1","After changing to ”Enable” the Project page get refreshed automatically and the warning message disappear","tests.freestyle_project","Fri May 23 18:45:27 GMT 2025","passed","Fri May 23 18:45:27 GMT 2025","","test_enable_disable_freestyle_project","",""
"","2140","test_name_alphanumeric","tests.new_item","Fri May 23 18:48:33 GMT 2025","passed","Fri May 23 18:48:35 GMT 2025","","test_accept_alphanumeric","",""
"Verify the dashboard table displays correct abbreviated column headers.","73","Verification of column headers in dashboard table","tests.dashboard","Fri May 23 18:43:31 GMT 2025","passed","Fri May 23 18:43:31 GMT 2025","","test_view_all_jobs","",""
"","1834","Tooltips for all SCM options should be available","tests.freestyle_project","Fri May 23 18:47:19 GMT 2025","passed","Fri May 23 18:47:21 GMT 2025","","test_scm_freestyle_project","",""
"Verify that the memory usage graph is displayed according to the selected timespan.","1269","Memory Usage tab - display graph according to the selected Timespan","tests.manage_jenkins.status_information","Fri May 23 18:48:05 GMT 2025","passed","Fri May 23 18:48:06 GMT 2025","","test_system_information","",""
"Verify that the show/hide all values buttons work properly on the System Properties tab.","3079","System Properties tab - show/hide all values","tests.manage_jenkins.status_information","Fri May 23 18:47:36 GMT 2025","passed","Fri May 23 18:47:39 GMT 2025","","test_system_information","",""
"","75","test_check_if_an_error_message_is_displayed","tests.new_item","Fri May 23 18:48:37 GMT 2025","passed","Fri May 23 18:48:37 GMT 2025","","test_check_if_an_error_message_is_displayed","",""
"","839","Add GitHub project","tests.freestyle_project","Fri May 23 18:43:47 GMT 2025","passed","Fri May 23 18:43:48 GMT 2025","","test_add_github_project","",""
"","0","test_trigger_section","tests.freestyle_project","Fri May 23 18:46:00 GMT 2025","passed","Fri May 23 18:46:00 GMT 2025","","test_freestyle_config_trigger_verif","",""
"Verify that all jobs and folders are listed on the Dashboard page.","263","Display list of jobs and folders","tests.dashboard","Fri May 23 18:43:27 GMT 2025","passed","Fri May 23 18:43:28 GMT 2025","","test_view_all_jobs","",""
"","584","Display multiple items in dynamic dropdown","tests.new_item","Fri May 23 18:48:56 GMT 2025","passed","Fri May 23 18:48:57 GMT 2025","","test_copy_from","",""
"Verify that the show/hide all values buttons work properly on the Environment Variables tab.","1014","Environment Variables tab - show/hide all values","tests.manage_jenkins.status_information","Fri May 23 18:47:52 GMT 2025","passed","Fri May 23 18:47:53 GMT 2025","","test_system_information","",""
